chapter	old	new	src
59	n at the close are the same as in Ps. XX. 2 (1). Compare Ps. xviii. 4	n at the close are the same as in Ps. xx. 2 (1). Compare Ps. xviii. 4	refs: 章节号是大写罗马数字（按全书引用体例）
59	red repeatedly before. See above, Ps. V. 6 (5), vi. 9 (8), xiv. 4, x	red repeatedly before. See above, Ps. v. 6 (5), vi. 9 (8), xiv. 4, x	refs: 章节号是大写罗马数字（按全书引用体例）
60	 forth with our hosts?" Compare 2 Sam, v. 24.	 forth with our hosts?" Compare 2 Sam. v. 24.	refs: 书卷缩写后是逗号（按全书引用体例）
60	 on Ps. cviii. 14 (13), cxviii. 15,16, and compare Ezek. xxvi	 on Ps. cviii. 14 (13), cxviii. 15, 16, and compare Ezek. xxvi	refs: 数字之间逗号没空格（按全书引用体例）
61	tition to be heard. See above, on Ps. V. 2, 3 (1, 2), xvii. 1, lv. 2	tition to be heard. See above, on Ps. v. 2, 3 (1, 2), xvii. 1, lv. 2	refs: 章节号是大写罗马数字（按全书引用体例）
61	s a joyful shout or thankful song—Ps. XXX. 6 (5), xlii. 5 (4), xlvii. 	s a joyful shout or thankful song—Ps. xxx. 6 (5), xlii. 5 (4), xlvii. 	refs: 章节号是大写罗马数字（按全书引用体例）
61	communion with him. See above, on Ps. XV. 1, xxiii. 6, xxvii. 4, 5. D	communion with him. See above, on Ps. xv. 1, xxiii. 6, xxvii. 4, 5. D	refs: 章节号是大写罗马数字（按全书引用体例）
63	n Israel (1 Sam. xvii. 55, xxv. 26,2 Sam. xi. 11). If this we	n Israel (1 Sam. xvii. 55, xxv. 26, 2 Sam. xi. 11). If this we	refs: 数字之间逗号没空格（按全书引用体例）
64	intensive form of the one used in Ps, xxxi. 12 (11), lv. 8 (7).	intensive form of the one used in Ps. xxxi. 12 (11), lv. 8 (7).	refs: 书卷缩写后是逗号（按全书引用体例）
64	 to us, i. e.* regard us? Compare Ps. X. 11, lix. 8 (7).	 to us, i. e.* regard us? Compare Ps. x. 11, lix. 8 (7).	refs: 章节号是大写罗马数字（按全书引用体例）
68	r kings and armies. See above, on Ps. 1. 23, and compare Isa. xl. 3,	r kings and armies. See above, on Ps. l. 23, and compare Isa. xl. 3,	refs: 罗马 50 读成数字 1（按全书引用体例）
68	ined to be the lion (Jer. xlix. 19,1. 44, Zech. xi. 3), the croco	ined to be the lion (Jer. xlix. 19,l. 44, Zech. xi. 3), the croco	refs: 罗马 50 读成数字 1（按全书引用体例）
68	e of Judah, Paul was of Benjamin (Phil, iii. 5), and the remainin	e of Judah, Paul was of Benjamin (Phil. iii. 5), and the remainin	refs: 书卷缩写后是逗号（按全书引用体例）
68	See 1 Kings viii. 27, and compare Deut. X. 14, xxxiii. 26. *Of old* do	See 1 Kings viii. 27, and compare Deut. x. 14, xxxiii. 26. *Of old* do	refs: 章节号是大写罗马数字（按全书引用体例）
69	ified. See above, on Ps. xl. 7 (6), 1. 8, li. 18 (16). The last wo	ified. See above, on Ps. xl. 7 (6), l. 8, li. 18 (16). The last wo	refs: 罗马 50 读成数字 1（按全书引用体例）
69	Ps. xl. 13 (12); with the second, Ps. XXXV. 9, xxxviii. 20 (19); with t	Ps. xl. 13 (12); with the second, Ps. xxxv. 9, xxxviii. 20 (19); with t	refs: 章节号是大写罗马数字（按全书引用体例）
69	in John ii. 17, and the second in Rom. XV. 3.	in John ii. 17, and the second in Rom. xv. 3.	refs: 章节号是大写罗马数字（按全书引用体例）
69	e, on Ps. lv. 12 (11, and compare Josh. XX. 4, Ruth iv. 1, 2, Lam. v. 1	e, on Ps. lv. 12 (11, and compare Josh. xx. 4, Ruth iv. 1, 2, Lam. v. 1	refs: 章节号是大写罗马数字（按全书引用体例）
69	e, tranquil and secure. Compare 1 Thess. V. 3. The ancient versions giv	e, tranquil and secure. Compare 1 Thess. v. 3. The ancient versions giv	refs: 章节号是大写罗马数字（按全书引用体例）
69	dered *slain.* See Isa. lxvi. 16, Jer. XXV. 33. The preposition before 	dered *slain.* See Isa. lxvi. 16, Jer. xxv. 33. The preposition before 	refs: 章节号是大写罗马数字（按全书引用体例）
70	n!* The first word 306 *Psalm? 1:1,2* of Ps. xl. 14 (13), *he	n!* The first word 306 *Psalm? 1:1, 2* of Ps. xl. 14 (13), *he	refs: 数字之间逗号没空格（按全书引用体例）
71	, xxxii. 6, xxxvi. 7 (6). Compare Isa, viii. 7, 8. The verb *ret	, xxxii. 6, xxxvi. 7 (6). Compare Isa. viii. 7, 8. The verb *ret	refs: 书卷缩写后是逗号（按全书引用体例）
71	llipsis here may be supplied from Ps. V. 8 (7) and lxvi. 13, in both	llipsis here may be supplied from Ps. v. 8 (7) and lxvi. 13, in both	refs: 章节号是大写罗马数字（按全书引用体例）
72	brutes (Isa. xiii. 21, xxxiv. 14, Jer. 1. 39) and men (Ps. lxxiv. 14)	brutes (Isa. xiii. 21, xxxiv. 14, Jer. l. 39) and men (Ps. lxxiv. 14)	refs: 罗马 50 读成数字 1（按全书引用体例）
73	 verse compare Ps. xxxix. 6, 12 (5,11).	 verse compare Ps. xxxix. 6, 12 (5, 11).	refs: 数字之间逗号没空格（按全书引用体例）
73	 in this verse as it is in ver. 16,19, if interpreted in any 	 in this verse as it is in ver. 16, 19, if interpreted in any 	refs: 数字之间逗号没空格（按全书引用体例）
73	 above on Ps. xlv. 1, and compare Lev. XX. 6, Num. xiv. 33. In the sam	 above on Ps. xlv. 1, and compare Lev. xx. 6, Num. xiv. 33. In the sam	refs: 章节号是大写罗马数字（按全书引用体例）
74	rs were hereditary. See above, on Ps. 1. 1, and compare 2 Chron. xxx	rs were hereditary. See above, on Ps. l. 1, and compare 2 Chron. xxx	refs: 罗马 50 读成数字 1（按全书引用体例）
74	pare Exod. xv. 7, Deut. xxxiii. 11,2 Sam. xxii. 49. All this 	pare Exod. xv. 7, Deut. xxxiii. 11, 2 Sam. xxii. 49. All this 	refs: 数字之间逗号没空格（按全书引用体例）
74	s hopes and wishes. See above, on Ps. XXXV. 4, xl. 15 (14), lxix. 7 (6)	s hopes and wishes. See above, on Ps. xxxv. 4, xl. 15 (14), lxix. 7 (6)	refs: 章节号是大写罗马数字（按全书引用体例）
75	her, will be judge. See above, on Ps. 1. 6. *Equitably,* literally *	her, will be judge. See above, on Ps. l. 6. *Equitably,* literally *	refs: 罗马 50 读成数字 1（按全书引用体例）
75	nother* in English. See above, on Ps. XX. 8 (7).	nother* in English. See above, on Ps. xx. 8 (7).	refs: 章节号是大写罗马数字（按全书引用体例）
77	 of its progenitor. See above, on Ps. 1. 1. There are several obviou	 of its progenitor. See above, on Ps. l. 1. There are several obviou	refs: 罗马 50 读成数字 1（按全书引用体例）
77	d to the preference on account of Exod, xv. 11, to which place th	d to the preference on account of Exod. xv. 11, to which place th	refs: 书卷缩写后是逗号（按全书引用体例）
78	 inspired psalmist. See above, on Ps. 1. 1. In this verse he invites	 inspired psalmist. See above, on Ps. l. 1. In this verse he invites	refs: 罗马 50 读成数字 1（按全书引用体例）
78	*from above,* *above,* but see on Ps. 1. 4. The whole verse expresse	*from above,* *above,* but see on Ps. l. 4. The whole verse expresse	refs: 罗马 50 读成数字 1（按全书引用体例）
78	 (he night by light of fire.* See Exod, xiii. 21, 22. The origina	 (he night by light of fire.* See Exod. xiii. 21, 22. The origina	refs: 书卷缩写后是逗号（按全书引用体例）
78	me connection in the history. See Josh, xviii. 1, and compare Deu	me connection in the history. See Josh. xviii. 1, and compare Deu	refs: 书卷缩写后是逗号（按全书引用体例）
78	. See Josh. xviii. 1, and compare Deut, xii. 11, where the sanctu	. See Josh. xviii. 1, and compare Deut. xii. 11, where the sanctu	refs: 书卷缩写后是逗号（按全书引用体例）
78	ed by the whole race of Israel (2 Sam. V. 5), Its design is to impres	ed by the whole race of Israel (2 Sam. v. 5), Its design is to impres	refs: 章节号是大写罗马数字（按全书引用体例）
78	se at the passage of the Red Sea, Exod. XV. 19, to which there is clear	se at the passage of the Red Sea, Exod. xv. 19, to which there is clear	refs: 章节号是大写罗马数字（按全书引用体例）
79	)?* With the first clause compare Ps, xiii. 2 (1), lxxiv. 1, 10	)?* With the first clause compare Ps. xiii. 2 (1), lxxiv. 1, 10	refs: 书卷缩写后是逗号（按全书引用体例）
80	heard and answered. See above, on Ps. 1. 1, and for the meaning of t	heard and answered. See above, on Ps. l. 1, and for the meaning of t	refs: 罗马 50 读成数字 1（按全书引用体例）
80	translated *beast,* see above, on Ps. 1. 11, the only other place wh	translated *beast,* see above, on Ps. l. 11, the only other place wh	refs: 罗马 50 读成数字 1（按全书引用体例）
81	temporary of David. See above, on Ps. 1. 1. The psalm before us was 	temporary of David. See above, on Ps. l. 1. The psalm before us was 	refs: 罗马 50 读成数字 1（按全书引用体例）
81	esemblance between this verse and Ps. 1. 7. The conditional particle	esemblance between this verse and Ps. l. 7. The conditional particle	refs: 罗马 50 读成数字 1（按全书引用体例）
81	 the analogy of Deut. xxviii. 49, Jer, v. 15, Ps, cxiv. 1. Compa	 the analogy of Deut. xxviii. 49, Jer. v. 15, Ps, cxiv. 1. Compa	refs: 书卷缩写后是逗号（按全书引用体例）
81	 of Deut. xxviii. 49, Jer. v. 15, Ps, cxiv. 1. Compare my note 	 of Deut. xxviii. 49, Jer. v. 15, Ps. cxiv. 1. Compare my note 	refs: 书卷缩写后是逗号（按全书引用体例）
81	above, on Ps. ii. 12, and compare Ps, lxxiii. 2. *To draw back 	above, on Ps. ii. 12, and compare Ps. lxxiii. 2. *To draw back 	refs: 书卷缩写后是逗号（按全书引用体例）
81	sover was celebrated (Exod. xii. 1,2). Here, as in the Hebrew	sover was celebrated (Exod. xii. 1, 2). Here, as in the Hebrew	refs: 数字之间逗号没空格（按全书引用体例）
81	t Sinai at the giving of the law (Exod. XX. 18). This is here anticipat	t Sinai at the giving of the law (Exod. xx. 18). This is here anticipat	refs: 章节号是大写罗马数字（按全书引用体例）
82	d compare 2 Sam. xv. 4, Isa. V. 23, 1. 8. The word translated *wea	d compare 2 Sam. xv. 4, Isa. V. 23, l. 8. The word translated *wea	refs: 罗马 50 读成数字 1（按全书引用体例）
82	xxv. 1, and compare 2 Sam. xv. 4, Isa. V. 23, l. 8. The word translat	xxv. 1, and compare 2 Sam. xv. 4, Isa. v. 23, l. 8. The word translat	refs: 章节号是大写罗马数字（按全书引用体例）
83	g of the last verb, see above, on Ps. 1. 5. The preterite and future	g of the last verb, see above, on Ps. l. 5. The preterite and future	refs: 罗马 50 读成数字 1（按全书引用体例）
84	 to do. See above, on Ps. V. 8 (7), 1. 15, 23, lxxix. 13.	 to do. See above, on Ps. V. 8 (7), l. 15, 23, lxxix. 13.	refs: 罗马 50 读成数字 1（按全书引用体例）
84	gure to be identical with that in Ps. I. 23, Prov. xvi. 17, Isa. xl.	gure to be identical with that in Ps. l. 23, Prov. xvi. 17, Isa. xl.	refs: 罗马 50 读成数字 1（按全书引用体例）
84	* (2 Kings xvii. 28, Prov. V. 13, Isa, XXX. 20),[has in one othe	* (2 Kings xvii. 28, Prov. V. 13, Isa. XXX. 20),[has in one othe	refs: 书卷缩写后是逗号（按全书引用体例）
84	2 Sam. v. 23, 24, 1 Chron. xiv. 13,14), is now very commonly 	2 Sam. v. 23, 24, 1 Chron. xiv. 13, 14), is now very commonly 	refs: 数字之间逗号没空格（按全书引用体例）
84	 the same words literally mean in Jer. XX. 5. For the spiritual or fig	 the same words literally mean in Jer. xx. 5. For the spiritual or fig	refs: 章节号是大写罗马数字（按全书引用体例）
84	figurative meaning, see above, on Ps. XV. 1, xxiii. 6, xxiv. 3, xxvii	figurative meaning, see above, on Ps. xv. 1, xxiii. 6, xxiv. 3, xxvii	refs: 章节号是大写罗马数字（按全书引用体例）
84	wed cause so to do. See above, on Ps. V. 8 (7), l. 15, 23, lxxix. 13	wed cause so to do. See above, on Ps. v. 8 (7), l. 15, 23, lxxix. 13	refs: 章节号是大写罗马数字（按全书引用体例）
84	eans *teacher* (2 Kings xvii. 28, Prov. V. 13, Isa. XXX. 20),[has in o	eans *teacher* (2 Kings xvii. 28, Prov. v. 13, Isa. XXX. 20),[has in o	refs: 章节号是大写罗马数字（按全书引用体例）
84	* (2 Kings xvii. 28, Prov. v. 13, Isa. XXX. 20),[has in one other place	* (2 Kings xvii. 28, Prov. v. 13, Isa. xxx. 20),[has in one other place	refs: 章节号是大写罗马数字（按全书引用体例）
84	rfectly, uprightly. See above, on Ps. XV. 2, xviii. 24 (23), and comp	rfectly, uprightly. See above, on Ps. xv. 2, xviii. 24 (23), and comp	refs: 章节号是大写罗马数字（按全书引用体例）
86	 which, however, is borrowed from Ps. XXV. 1. Here, as there, to raise	 which, however, is borrowed from Ps. xxv. 1. Here, as there, to raise	refs: 章节号是大写罗马数字（按全书引用体例）
86	are used in a similar connection, Ps. V. 2, 3 (1, 2). The last word 	are used in a similar connection, Ps. v. 2, 3 (1, 2). The last word 	refs: 章节号是大写罗马数字（按全书引用体例）
86	hem and trust them. See above, on Ps. XXV. 4, 5, xxvi. 3. That he may 	hem and trust them. See above, on Ps. xxv. 4, 5, xxvi. 3. That he may 	refs: 章节号是大写罗马数字（按全书引用体例）
87	r of Western Asia. See my note on Isa, xxxix. 1. Compare the pro	r of Western Asia. See my note on Isa. xxxix. 1. Compare the pro	refs: 书卷缩写后是逗号（按全书引用体例）
87	 11 (10), and compare my notes on Isa. XXX. 7, li. 9. *Babylon* is name	 11 (10), and compare my notes on Isa. xxx. 7, li. 9. *Babylon* is name	refs: 章节号是大写罗马数字（按全书引用体例）
87	 below, on Ps. cl. 4. and compare Exod. XV. 20, 2 Sam. vi. 16. The *Sel	 below, on Ps. cl. 4. and compare Exod. xv. 20, 2 Sam. vi. 16. The *Sel	refs: 章节号是大写罗马数字（按全书引用体例）
88	ctres of the dead. See my note on Isa, xiv. 9. *Do wonders,* lit	ctres of the dead. See my note on Isa. xiv. 9. *Do wonders,* lit	refs: 书卷缩写后是逗号（按全书引用体例）
88	r, for the sake of an allusion to Lev. XXV. 23.	r, for the sake of an allusion to Lev. xxv. 23.	refs: 章节号是大写罗马数字（按全书引用体例）
89	tified a covenant,* see above, on Ps. 1. 5. *With my chosen,* litera	tified a covenant,* see above, on Ps. l. 5. *With my chosen,* litera	refs: 罗马 50 读成数字 1（按全书引用体例）
89	e above on Ps. v. 4 (3), xl. 6 (5), 1. 21. The *Sons of the Mighty	e above on Ps. v. 4 (3), xl. 6 (5), l. 21. The *Sons of the Mighty	refs: 罗马 50 读成数字 1（按全书引用体例）
89	rn be high.* See above, on ver. 17,18 (16, 17). Faithfulness 	rn be high.* See above, on ver. 17, 18 (16, 17). Faithfulness 	refs: 数字之间逗号没空格（按全书引用体例）
9	ons, when opposed to God. Compare Ps, ii. 1. The accessory idea	ons, when opposed to God. Compare Ps. ii. 1. The accessory idea	refs: 书卷缩写后是逗号（按全书引用体例）
9	s (Exod. xvii. 14; Num. xxiv. 20; Deut. XXV. 19), which received their l	s (Exod. xvii. 14; Num. xxiv. 20; Deut. xxv. 19), which received their l	refs: 章节号是大写罗马数字（按全书引用体例）
90	unt of the creation. See Gen. i. 1,9. The last clause may als	unt of the creation. See Gen. i. 1, 9. The last clause may als	refs: 数字之间逗号没空格（按全书引用体例）
91	hes. With the last clause compare Ps. 1. 23, where we have the same 	hes. With the last clause compare Ps. l. 23, where we have the same 	refs: 罗马 50 读成数字 1（按全书引用体例）
94	 certainly is in Deut. xxxiii. 2, Ps. 1. 2, lxxx. 2 (1). The meaning	 certainly is in Deut. xxxiii. 2, Ps. l. 2, lxxx. 2 (1). The meaning	refs: 罗马 50 读成数字 1（按全书引用体例）
94	xii. 35, xxxiii. 2. See above, on Ps. 1. 2. The plural form (revenge	xii. 35, xxxiii. 2. See above, on Ps. l. 2. The plural form (revenge	refs: 罗马 50 读成数字 1（按全书引用体例）
94	sumption is expressed in Ps. x. 11,13, xiv. 1, lix. 8 (7). Th	sumption is expressed in Ps. x. 11, 13, xiv. 1, lix. 8 (7). Th	refs: 数字之间逗号没空格（按全书引用体例）
94	m, of men themselves, Ps. xxxix, 6,12 (5, 11); and because th	m, of men themselves, Ps. xxxix, 6, 12 (5, 11); and because th	refs: 数字之间逗号没空格（按全书引用体例）
94	ion. See Ex. xxii. 20-23 (21-24), Deut. X. 18.	ion. See Ex. xxii. 20-23 (21-24), Deut. x. 18.	refs: 章节号是大写罗马数字（按全书引用体例）
96	iation of the parallel passage (1 Chron, xvi. 24) is the insertion	iation of the parallel passage (1 Chron. xvi. 24) is the insertion	refs: 书卷缩写后是逗号（按全书引用体例）
96	vely and admirable. See above, on Ps, lxxi. 8, *His holy place,	vely and admirable. See above, on Ps. lxxi. 8, *His holy place,	refs: 书卷缩写后是逗号（按全书引用体例）
96	 14 (13). The parallel passage (1 Chron, xvi, 29) has *before him.	 14 (13). The parallel passage (1 Chron. xvi, 29) has *before him.	refs: 书卷缩写后是逗号（按全书引用体例）
97	s.* With the first clause compare Ps. 1. 3; with the last, Isa. xlii	s.* With the first clause compare Ps. l. 3; with the last, Isa. xlii	refs: 罗马 50 读成数字 1（按全书引用体例）
97	y.* With the first clause compare Ps. 1. 6, and with the last Isa. x	y.* With the first clause compare Ps. l. 6, and with the last Isa. x	refs: 罗马 50 读成数字 1（按全书引用体例）
97	 first words of the verse compare Ps. V. 12 (11). *He keeps,* or rat	 first words of the verse compare Ps. v. 12 (11). *He keeps,* or rat	refs: 章节号是大写罗马数字（按全书引用体例）
99	lways in a bad one. See above, on Ps, ix. 12 (11), xiv. 1, lxxv	lways in a bad one. See above, on Ps. ix. 12 (11), xiv. 1, lxxv	refs: 书卷缩写后是逗号（按全书引用体例）
99	he feared,* epithets derived from Deut. X. 17, xxviii. 58. In the last	he feared,* epithets derived from Deut. x. 17, xxviii. 58. In the last	refs: 章节号是大写罗马数字（按全书引用体例）
114	the name of God 476 *Psalm J 14:3-8* was designedly	the name of God was designedly	image1864: 书页 475 末尾断在「the name of God」，476 的页眉「476  Psalm 114:3-8」被抽取当成了正文
43	The form of expression 202 *Psalm 4 3:4, 5* seems to be	The form of expression seems to be	image1864: 同类——书页 202 的页眉「202  Psalm 43:4, 5」串进正文
70	The first word 306 *Psalm? 1:1, 2* of Ps. xl. 14 (13)	The first word of Ps. xl. 14 (13)	image1864: 同类——书页 306 的页眉「306  Psalm 71:1, 2」串进正文
105	 3, and compare 1 Sam. xxvi. 9, 2 Sam xvi. 10, xxiv. 1. The last verb 	 3, and compare 1 Sam. xxvi. 9, 2 Sam. xvi. 10, xxiv. 1. The last verb 	refs: Sam 后漏了句点（全书 246:2）（按全书引用体例）
106	 are borrowed, here as well as in Dan ix. 5, from that great model of	 are borrowed, here as well as in Dan. ix. 5, from that great model of	refs: Dan 后漏了句点（全书 25:1）（按全书引用体例）
11	nd in Gen. i. 26, iii. 22, xi. 7, Job. xxxv. 10, Ps. lviii. 12, Eccles. 	nd in Gen. i. 26, iii. 22, xi. 7, Job xxxv. 10, Ps. lviii. 12, Eccles. 	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
115	other, *i. e, nothing.* Compare 2 Kings. xviii. 24, Jer. xvi. 6, Rev. xiii.	other, *i. e, nothing.* Compare 2 Kings xviii. 24, Jer. xvi. 6, Rev. xiii.	refs: Kings 后多了句点（全书 108:1）（按全书引用体例）
118	tt. xxi. 42) is renewed by Peter (Acts. iv. 11.)	tt. xxi. 42) is renewed by Peter (Acts iv. 11.)	refs: Acts 后多了句点（全书 22:1）（按全书引用体例）
119	gly implied. *Testimonies,* as in ver 31. *Gain,* profit, lucre, 	gly implied. *Testimonies,* as in ver. 31. *Gain,* profit, lucre, 	refs: ver 后漏了句点（按全书引用体例）
12	ce perhaps to the description, in ver 2 (1), of the disproportion	ce perhaps to the description, in ver. 2 (1), of the disproportion	refs: ver 后漏了句点（按全书引用体例）
146	e Deut. xxviii. 29, Isa. lix. 10, Job. xii. 25. The second clause is bo	e Deut. xxviii. 29, Isa. lix. 10, Job xii. 25. The second clause is bo	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
18	 figure seems to be borrowed from Deut xxxiii. 17. (Compare 1 Sam. ii. 10,	 figure seems to be borrowed from Deut. xxxiii. 17. (Compare 1 Sam. ii. 10,	refs: Deut 后漏了句点（全书 241:5）（按全书引用体例）
18	xiii. 17. (Compare 1 Sam. ii. 10, Job. xvi. 15.) *My horn of salvation*	xiii. 17. (Compare 1 Sam. ii. 10, Job xvi. 15.) *My horn of salvation*	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
18	 the *floods of worthlessness* in ver 5 (4), and the *bands of he	 the *floods of worthlessness* in ver. 5 (4), and the *bands of he	refs: ver 后漏了句点（按全书引用体例）
2	lxiii. 16; Hos. xi. 1; Mal. i. 6; Rom ix. 4.) Nor will any explanatio	lxiii. 16; Hos. xi. 1; Mal. i. 6; Rom. ix. 4.) Nor will any explanatio	refs: Rom 后漏了句点（全书 34:1）（按全书引用体例）
20	s, of course, to be supplied from ver 7 (6), and from the tenor o	s, of course, to be supplied from ver. 7 (6), and from the tenor o	refs: ver 后漏了句点（按全书引用体例）
23	orm of expression is derived from Deut ii. 7, viii. 9, and recurs belo	orm of expression is derived from Deut. ii. 7, viii. 9, and recurs belo	refs: Deut 后漏了句点（全书 241:5）（按全书引用体例）
23	 the human subject (Isa. xiv. 30, Job. xi. 19), or to other objects (G	 the human subject (Isa. xiv. 30, Job xi. 19), or to other objects (G	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
25	e second epithet is borrowed from Deut xxxii. 4.—The *way* meant in the l	e second epithet is borrowed from Deut. xxxii. 4.—The *way* meant in the l	refs: Deut 后漏了句点（全书 241:5）（按全书引用体例）
29	 to protect and bless his people, ver 10, 11. The superficial not	 to protect and bless his people, ver. 10, 11. The superficial not	refs: ver 后漏了句点（按全书引用体例）
30	eaning to draw water from a well (Exod ii. 16, 19), and may therefore 	eaning to draw water from a well (Exod. ii. 16, 19), and may therefore 	refs: Exod 后漏了句点（全书 224:1）（按全书引用体例）
35	expectedly, as in Isa. xlvii. 11, Job. ix. 5. The last clause may also	expectedly, as in Isa. xlvii. 11, Job ix. 5. The last clause may also	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
37	ecific one, *poor* or *needy,* in ver 14 above.—*They shall be sa	ecific one, *poor* or *needy,* in ver. 14 above.—*They shall be sa	refs: ver 后漏了句点（按全书引用体例）
39	 I go (hence) and return no more (Job. x. 20, 21). Thine eyes are upo	 I go (hence) and return no more (Job x. 20, 21). Thine eyes are upo	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
42	; not necessarily of grief, as in Job. xxx. 16, but of mingled joy and 	; not necessarily of grief, as in Job xxx. 16, but of mingled joy and 	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
49	ily, the house and household. See Gen vii. 1, xviii. 19, XXXV. 2, l. 4	ily, the house and household. See Gen. vii. 1, xviii. 19, XXXV. 2, l. 4	refs: Gen 后漏了句点（全书 219:1）（按全书引用体例）
49	ense it is supposed to be used by Joel. iv. 13 (iii. 13). If this sense	ense it is supposed to be used by Joel iv. 13 (iii. 13). If this sense	refs: Joel 后多了句点（全书 13:1）（按全书引用体例）
49	th, the same word that is used in ver 7 (6) above.	th, the same word that is used in ver. 7 (6) above.	refs: ver 后漏了句点（按全书引用体例）
51	hyssop is perpetually joined. See Num xix. 18, and compare 1 Kings v. 	hyssop is perpetually joined. See Num. xix. 18, and compare 1 Kings v. 	refs: Num 后漏了句点（全书 130:1）（按全书引用体例）
51	tion of the phrase *came unto* in ver 2 is lost in the English an	tion of the phrase *came unto* in ver. 2 is lost in the English an	refs: ver 后漏了句点（按全书引用体例）
55	rayer in the way described above, ver 19 (13), so will he answer 	rayer in the way described above, ver. 19 (13), so will he answer 	refs: ver 后漏了句点（按全书引用体例）
58	ers explain the word, here and in Deut xxxii. 24, as meaning venom, anima	ers explain the word, here and in Deut. xxxii. 24, as meaning venom, anima	refs: Deut 后漏了句点（全书 241:5）（按全书引用体例）
68	 to a company or troop of men, (2 Sam xxiii. 11, 13). *Therein, i.e.* in	 to a company or troop of men, (2 Sam. xxiii. 11, 13). *Therein, i.e.* in	refs: Sam 后漏了句点（全书 246:2）（按全书引用体例）
73	 likely to continue. See above on ver 3, 5. The verbs are also pr	 likely to continue. See above on ver. 3, 5. The verbs are also pr	refs: ver 后漏了句点（按全书引用体例）
80	 reference to the *neighbours* of ver 6 (5).	 reference to the *neighbours* of ver. 6 (5).	refs: ver 后漏了句点（按全书引用体例）
82	odus already cited. See above, on ver 1. *Ye are gods,* or *God, 	odus already cited. See above, on ver. 1. *Ye are gods,* or *God, 	refs: ver 后漏了句点（按全书引用体例）
84	s of intimate communion with God, ver 2-8 (1-7), and prays that h	s of intimate communion with God, ver. 2-8 (1-7), and prays that h	refs: ver 后漏了句点（按全书引用体例）
89	, 3, Dan. viii. 13, Zech. xiv. 5, Job. iv. 18, xv. 15.	, 3, Dan. viii. 13, Zech. xiv. 5, Job iv. 18, xv. 15.	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
89	 Sam. vii. 14, 1 Chron. xxii. 10, Job. xvii. 14. With the second compare	 Sam. vii. 14, 1 Chron. xxii. 10, Job xvii. 14. With the second compare	refs: Job 后多了句点（全书 133:9）（按全书引用体例）
94	l ver. 12, and the imperatives in ver 2 make the similar construc	l ver. 12, and the imperatives in ver. 2 make the similar construc	refs: ver 后漏了句点（按全书引用体例）
95	n the translation is derived from Deut i. 35 (compare Deut. ii. 14). 	n the translation is derived from Deut. i. 35 (compare Deut. ii. 14). 	refs: Deut 后漏了句点（全书 241:5）（按全书引用体例）
10	Ps. xxxvii. 86)	Ps. xxxvii. 36)	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
106	Ps. lxxviii. 88, and compare	Ps. lxxviii. 38, and compare	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
106	(1 Chron. xvi. 86)	(1 Chron. xvi. 36)	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
107	Jer. l. 88, li. 36	Jer. l. 38, li. 36	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
110	Ps. cix. 81, where	Ps. cix. 31, where	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
116	Ps. cxix. 148 with Prov. vi. 83.	Ps. cxix. 143 with Prov. vi. 33.	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）；一处两个
132	Num. x. 85.	Num. x. 35.	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
132	Ps. lxxxix. 4, 86 (3, 85)	Ps. lxxxix. 4, 36 (3, 35)	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
119	Ps. xviii. 81 (80)	Ps. xviii. 31 (30)	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
22	Mat. xxvii. 89, Mark xv. 29	Mat. xxvii. 39, Mark xv. 29	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
22	John lix. 23, 24	John xix. 23, 24	image1864: 罗马数字误读：印面 xix，x 被读成了 l
3	Lam. iii. 80.	Lam. iii. 30.	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
37	Ps. xvii. 87 (36)	Ps. xvii. 37 (36)	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
76	Judges v. 81, Isa. xiv. 7	Judges v. 31, Isa. xiv. 7	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
89	Exod. xxviii. 86, xxix. 6	Exod. xxviii. 36, xxix. 6	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
96	(1 Chron. xvi. 80)	(1 Chron. xvi. 30)	image1864: 印面是 3，被读成了 8（这副字模 3/8 常互串）
